tweet_id,create_time,create_date_time,content,user_id,nickname,username,replyCount,retweetCount,likeCount,quoteCount,conversation_id,retweetedTweet_id,quotedTweet_id,replyedTweet_id,at_count
1994104147373903893,1764266452,2025-11-27 18:00:52+00:00,https://t.co/Xqd8AEERb0,1013971684624424960,ICLR 2026,iclr_conf,52,139,681,143,1994104147373903893,,,,0
1994648404430115289,1764396213,2025-11-29 06:03:33+00:00,"About the ICLR drama.

1. Nothing says healthy field as much as reviewer names being disclosed resulting in death threats.

2. If that leak makes you look like an nice person / asshole, you probably are one.",99581347,François Fleuret,francoisfleuret,7,13,271,1,1994648404430115289,,,,0
1994833897683669185,1764440438,2025-11-29 18:20:38+00:00,"AI researchers woke up  today to a major scandal about leaked identities of reviewers/PC members assigned to all paper submissions in the past N years. 

Openreview was inspired by @ylecun 's original manifesto https://t.co/Xd33djljvY. Time to implement @ylecun 's full proposal? (It was radical for its time!)",882257115863187457,Sanjeev Arora,prfsanjeevarora,22,29,265,0,1994833897683669185,,,,2
1994419729046344136,1764341692,2025-11-28 14:54:52+00:00,"&gt; iclr reviewer suggests changes that will make him update score
&gt; spend 2 days implementing said request
&gt; data leak
&gt; reviewers will not be able to change their scores",1928877850372829184,Ed25518,Ed25518,0,0,1,0,1994419729046344136,,,,0
1994429289643782176,1764343972,2025-11-28 15:32:52+00:00,"Lol what a shitshow @iclr_conf 

I'm sure the new ACs will take the rebuttals into account in a meaningful way when they decide to keep the original scores. What a waste of effort for everyone who spent time on rebuttals, and what a stupid reaction to the leak 🤦 https://t.co/uYspz71JaM",65385274,Andreas Kirsch 🇺🇦,BlackHC,10,15,209,5,1994429289643782176,,,,1
1995393015733707180,1764573742,2025-12-01 07:22:22+00:00,"OpenReview's leak just ruined the double-blind review. You can now check ICLR Review Radar to rank the strictest rejects: https://t.co/kgdJTHGvX9
Now I can spot Reviewer #2 before they say 'innovative? More like incremental fluff'
#OpenReviewLeak #MLResearch #openreview",1618288871510528001,Sujoy Nath,sujoynath_ai,0,0,0,0,1995393015733707180,,,,0
1994620067208990764,1764389456,2025-11-29 04:10:56+00:00,"The ICLR reviewer leak reveals what many already know: conference peer review doesn't scale to 20k+ submissions.Time to try rolling submissions with continuous review cycles, like top journals. This would 
address our shortage of good reviewers @iclr_conf @NeurIPSConf @icmlconf",586001926,Leo Dianbo Liu,DianboLiu,4,4,65,3,1994620067208990764,,,,3
1994071095268233713,1764258571,2025-11-27 15:49:31+00:00,"OpenReview seems to have rebranded itself as... #OpenReviewer. 🤦‍♂️ The names of all reviewers and AC are now easily accessible. A massive breach of anonymity and trust.

BTW, thank goodness I neither submitted nor reviewed for #ICLR2026 this time. https://t.co/WjXVAforqD",1734039374046564352,Yang Yue,YangYue_THU,11,19,269,6,1994071095268233713,,,,0
1994663483586294056,1764399808,2025-11-29 07:03:28+00:00,"The ICLR'26 reviewer-name leak is a reminder that we're no longer advancing science -- we're trapped in a system that often disrespects it.

Maybe it's time for AI/ML to pause and rethink the entire conference culture.

Wild idea: Stop all major AI/ML conferences for 1-2 years. Let papers live on arXiv, and be submitted to journals. Meanwhile, conferences rebuild real policies and accountability.

Will this ever happen? Probably not.
The incentives are too big. Its about MONEY and PROFIT.

But the community deserves better and we need the courage to imagine alternatives.

@iclr_conf @NeurIPSConf @RealAAAI",2878552400,Tanmoy Chakraborty,Tanmoy_Chak,7,6,144,1,1994663483586294056,,,,0
1994934296990138847,1764464375,2025-11-30 00:59:35+00:00,"ICLR has placed OpenReview in a difficult position, so I want to offer a few words about the OpenReview team working behind the scenes.

OpenReview has long been operated at UMass Amherst as a non-profit organization founded by Andrew McCallum. Each year, Andrew must raise more than $2 million to support a 20-person team that provides essential infrastructure for most major conferences.

I once asked Andrew what might have been a naïve question: whether he had considered developing a business model for OpenReview, given its prominence and the seemingly obvious opportunities. He pushed back, explaining that everything he has done for OpenReview is driven by a commitment to serve and strengthen the academic community. He is willing to devote significant personal effort to ensure the platform remains freely accessible to all.

We should not blame such a brilliant and dedicated team for an accidental issue. Otherwise, fewer people would be willing to shoulder this kind of responsibility in the future. 

Deep respect to the OpenReview team! I’m grateful for their work and happy to support in any way!",1276214596672593920,Chuang Gan,gan_chuang,27,138,992,18,1994934296990138847,,,,0
1994478339508375830,1764355666,2025-11-28 18:47:46+00:00,"The OpenReview / ICLR 2026 Identity Leak: What Really Happened, Why It Matters, and What Comes Next https://t.co/YcQTNVOyWo",1729634547913175040,SakaiSec,sksec_,0,0,1,0,1994478339508375830,,,,0
1994515256568418518,1764364468,2025-11-28 21:14:28+00:00,"If it was actually necessary for ICLR to revert the review process, we have a much bigger problem than the OpenReview leak. Namely, if authors and reviewers can’t be trusted to behave ethically, we should also certainly assume they’re cooking their numbers and doing bad science.",971242879,Kyle Sargent,KyleSargentAI,4,2,119,0,1994515256568418518,,,,0
1994849441912860796,1764444144,2025-11-29 19:22:24+00:00,The conversation over the ICLR name leak is a reminder we’re no longer writing science — we’re generating it. https://t.co/2wMH9MvnYh,276508048,Alexander Doria,Dorialexander,1,0,39,0,1994849441912860796,,,,0
1998066956776415279,1765211259,2025-12-08 16:27:39+00:00,The ICLR 61-min leak exposed a system-wide Cognitive Trust Deficit. My paper introduces #ProofOfThought (PoT): an immediate remedy using structured dependency graphs to verify reasoning depth . This makes LLM deepfakes in peer review much harder #ICLR  https://t.co/zaUI1BcczO https://t.co/jzPHpsK09U,1870489634335072256,Pinkney,pinkxney,0,0,0,1,1998066956776415279,,,,0
1994549901233885418,1764372728,2025-11-28 23:32:08+00:00,"Now that this ICLR leak happened, surely there will be serious consideration about changing peer review.

Are there any promising discussions people have seen since the leak?",22874473,Heather Miller,heathercmiller,8,1,17,0,1994549901233885418,,,,0
1994102734195208661,1764266115,2025-11-27 17:55:15+00:00,Open review leak has actual implications... It's safe to assume anonymity is compromised this year for @iclr_conf https://t.co/U2cTf6CWag,227737847,Wassim (Wes) Bouaziz,_Vassim,2,0,15,1,1994102734195208661,,,,1
1994600737587052818,1764384848,2025-11-29 02:54:08+00:00,"The OpenReview / ICLR 2026 Identity Leak: What Really Happened, Why It Matters, and What Comes Next https://t.co/5bY9KHZ7Bm",1596804601751080960, Public Order or Morality ⚖️,public_decency,0,0,0,0,1994600737587052818,,,,0
1994424921834074302,1764342930,2025-11-28 15:15:30+00:00,"My heart goes out to @iclr_conf organizers who are putting up a valiant fight to restore review integrity in the face of the @openreview leak. 

Organizing conferences is always a labor of love, and doing so for mega AI conferences in the midst of a massive security leak is something else! 

There can always be individual quibbles on the specifics, but it seems like they are doing their best this in a pretty hard ""can't please everyone"" kind of situation, and deserve the benefit of our doubt.",2850858010,Subbarao Kambhampati (కంభంపాటి సుబ్బారావు),rao2z,4,16,172,1,1994424921834074302,,,,2
1995009523611046195,1764482310,2025-11-30 05:58:30+00:00,"The OpenReview / ICLR 2026 Identity Leak: What Really Happened, Why It Matters, and What Comes Next https://t.co/Wt35QMgX0J",40576466,Tetsuya Sakai (酒井哲也),tetsuyasakai,0,0,1,1,1995009523611046195,,,,0
1994178570545959062,1764284195,2025-11-27 22:56:35+00:00,"PSA: If anyone is glaring at you at #NeurIPS2025,  assume that they crawled the Openreview leak and recognize you as their Reviewer 2. Promptly report them to ICLR.💡 #AIAphorisms",2850858010,Subbarao Kambhampati (కంభంపాటి సుబ్బారావు),rao2z,5,8,84,0,1994178570545959062,,,,0
